,Share,Change
66,PAGYO,17.046231884057974
67,AKFGY,66.23376623376623
68,ZOREN,-3.373493975903628
69,BRLSM,251.30169984686057
70,TBORG,11.054137382002125
71,GRTRK,92.70832894373444
72,PRZMA,101.18343195266274
73,DAGI,47.22222222222223
74,INGRM,254.7764622986773
75,AGHOL,85.6990454332672
76,KUVVA,-6.493506493506487
77,IZINV,61.03897314652008
78,ATEKS,58.490566037735846
79,BAGFS,34.16370106761565
80,FMIZP,47.30392161268102
81,OTKAR,56.145804106353495
82,DMSAS,6.074766355140184
83,DERIM,78.14434020618555
84,DOBUR,21.321625125367845
85,AGESA,80.42292633015009
86,PKENT,30.291623792334235
87,RYSAS,36.69984933499825
88,ISGYO,84.49519230769229
89,QNBFL,26.565347112462007
90,AGYO,60.0
91,VAKFN,85.27777777777777
92,OYAKC,130.2120293361141
93,DOCO,12.78652701511335
94,NATEN,71.32188519739591
95,MPARK,66.51447031268512
96,FENER,47.58220797713332
97,ENJSA,83.25925925925927
98,TTKOM,41.0958904109589
99,ULUUN,42.118440366972465
100,BIGCH,94.93784191829488
101,KNFRT,67.69095697980686
102,AKSUE,-9.183673469387756
103,SMRTG,141.65989025483293
104,PKART,27.951811244979936
105,LINK,52.99184390280698
106,OYYAT,33.90927824219011
107,JANTS,56.04060609137056
108,TRGYO,78.54013868613137
109,GUBRF,33.829787234042556
110,GENIL,56.982193064667285
111,KGYO,0.0
112,ORGE,124.92696568028404
113,EGGUB,47.51938294573645
114,PENGD,74.38202247191012
115,TEZOL,107.5368651010377
116,TUCLK,107.52968499739188
117,MARTI,21.45110410094638
118,PSDTC,73.15715924895687
119,THYAO,106.30416380923302
120,DGGYO,67.76315378289473
121,SELEC,96.07842425278054
122,KRTEK,46.455770357352066
123,TGSAS,86.91323613086769
124,TSGYO,56.563245823388996
125,ALKIM,47.68413819286258
126,SEKFK,68.17625458996329
127,DGNMO,80.03355704697987
128,QUAGR,-5.06849315068493
129,TUPRS,41.3867137120821
130,QNBFB,23.85872234163196
131,GARFA,80.07484471818731
132,OSMEN,190.1861250039367
133,SKBNK,33.76623376623377
134,ALARK,133.92539847114386
135,AYCES,269.5652274338377
136,DENGE,52.32558139534885
137,EGSER,106.93084224008027
138,VERUS,28.757670034862144
139,KLMSN,47.74774774774775
140,MAGEN,58.07692820512821
141,BTCIM,55.42522905719818
142,ZRGYO,31.147540983606547
143,GSDHO,82.12927756653994
144,PNSUT,63.48884307279599
145,CANTE,13.812154696132595
146,SMART,125.035765379113
147,GARAN,39.92619188191881
148,SAFKR,63.82505559673831
149,EUKYO,163.65853658536588
150,KAPLM,41.369858904109606
151,OYAYO,313.8775612244898
152,GRNYO,92.67734553775745
153,ARENA,53.32865451997199
154,HEKTS,12.916006339144218
155,EREGL,23.43373122187556
156,ANGEN,15.177065767285
157,KRDMD,68.32843841642227
158,VAKKO,44.92753623188406
159,ISMEN,132.07791334728935
160,EMNIS,36.69565217391303
161,AVTUR,195.03311258278143
162,SUNTK,66.0404749156344
163,PEKGY,214.69028318584066
164,POLTK,173.9348317427985
165,ANSGR,39.34336334687609
166,IHEVA,63.414634146341456
167,ODAS,124.44029850746267
168,AEFES,72.59614350653388
169,METUR,95.4301075268817
170,SEYKM,94.1994180944904
171,KUTPO,64.32225904461683
172,PRKME,70.82018927444796
173,ALKA,30.23633943617199
174,ETYAT,112.99303944315548
175,SAYAS,206.9456514236411
176,BFREN,98.71432055511914
177,GLYHO,112.27272727272728
178,TLMAN,99.81325396825395
179,ERBOS,55.544933184415555
180,PNLSN,41.36125284394626
181,ADESE,103.30578512396696
182,AKSGY,113.8095238095238
183,CEMTS,26.605655120118385
184,PGSUS,120.27649769585253
185,MERIT,103.2467533521673
186,ISDMR,30.553699132755185
187,DYOBY,32.73244781783683
188,KERVN,34.83146067415731
189,YYLGD,40.65934178767665
190,EMKEL,490.0854700854702
191,MIPAZ,270.46632124352334
192,MAALT,98.64237653395591
193,GLCVY,22.448979591836732
194,ECZYT,65.15151515151516
195,VESBE,53.11910207939508
196,KARTN,38.85618437584213
197,VANGD,118.2677165354331
198,GOZDE,31.338582677165363
199,EKGYO,55.090909090909065
200,CWENE,138.16568575811434
201,TATGD,75.04798464491361
202,AKCNS,87.50987826086956
203,ARDYZ,112.99694189602445
204,AKENR,38.227848101265806
205,INDES,38.20156910078455
206,BJKAS,216.63366336633663
207,IEYHO,91.72932330827064
208,MEGAP,62.04620462046205
209,ECILC,50.1672307692308
210,EGEEN,56.98978320458511
211,CIMSA,145.2350792338658
212,CELHA,69.12281052631579
213,TKNSA,63.142003815226815
214,GSRAY,43.930635838150295
215,TEKTU,44.72573839662448
216,VBTYZ,142.78029445073614
217,GESAN,72.2326542632768
218,BSOKE,26.878612716762987
219,IHLAS,54.929577464788764
220,RALYH,81.80893329656641
221,SELGD,113.47248576850097
222,TUKAS,118.66886666702382
223,DOGUB,-29.385530227948465
224,FORMT,19.413919413919416
225,TMSN,112.75219865494051
226,ARCLK,33.18965517241378
227,ISGSY,33.64853427895983
228,KERVT,51.19196988707654
229,SAHOL,51.97887852354202
230,YAPRK,234.57356996489898
231,SILVR,30.677290836653356
232,VAKBN,44.21052631578945
233,MNDRS,55.9748427672956
234,YGYO,71.05263157894737
235,MRSHL,24.84052943669336
236,LKMNH,125.88236470588234
237,YKSLN,31.41025641025641
238,KATMR,70.75471698113208
239,AKSA,37.54760129329469
240,BNTAS,37.159533073929964
241,ESCOM,24.46556215360252
242,AKBNK,45.443916738089
243,KRVGD,77.62237762237763
244,IDEAS,109.0232511627907
245,MEPET,79.46666666666667
246,COSMO,120.00000451127818
247,INFO,60.406091370558386
248,OTTO,148.85416041666667
249,CASA,-12.156862745098039
250,TKFEN,36.789503435352884
251,BANVT,33.33333333333334
252,TCELL,65.5943647547293
253,DZGYO,28.571428571428555
254,TERA,55.099999999999994
255,CCOLA,42.25053078556263
256,RUBNS,41.22893954410307
257,BMSCH,39.86013986013987
258,DOHOL,47.66248574686432
259,KARSN,27.529923830250283
260,OYLUM,75.5043227665706
261,EUYO,161.1111111111111
262,KONYA,87.05906414309484
263,TTRAK,91.49703747694329
264,IHGZT,41.75824175824175
265,ASUZU,87.89954739267341
266,KFEIN,90.04814392465792
267,PEGYO,8.119658119658126
268,DAGHL,-9.795918367346928
269,NUHCM,55.04272991452993
270,KENT,27.950310559006212
271,SNGYO,36.93693693693692
272,UFUK,51.44787358007477
273,GEDIK,70.73170731707319
274,BUCIM,72.3446893787575
275,ATSYH,-31.578947368421055
276,GOLTS,70.3467156997576
277,BRSAN,158.80426304347685
278,DEVA,93.04771677783481
279,ALMAD,90.8665105386417
280,KCHOL,78.10025680341991
281,TURGG,42.87885945952064
282,HURGZ,1.7283950617284063
283,TDGYO,77.93103448275863
284,PETUN,56.76567656765678
285,AYGAZ,71.19646548876511
286,ISYAT,53.99515738498789
287,ARSAN,16.400000000000006
288,KRSTL,-3.789731051344745
289,ANHYT,75.56108631165296
290,CMBTN,24.507580303030295
291,BIZIM,56.93024186046509
292,FLAP,3.6616161616161804
293,SISE,36.046513280451876
294,GEREL,56.24243030303029
295,KAREL,73.08248914616499
296,ASELS,56.425706827309256
297,METRO,50.64935064935062
298,OZKGY,87.33668341708545
299,TETMT,580.4404805522887
300,CLEBI,71.9705199732197
301,DERHL,281.86157517899755
302,ITTFH,25.614035087719287
303,IZFAS,38.01020408163265
304,YGGYO,15.311305590851333
305,ATLAS,83.09859154929578
306,ERSU,99.29577464788733
307,HLGYO,60.856269113149835
308,SKTAS,36.90851735015772
309,VKING,11.619047619047606
310,ATATP,56.25805806451615
311,YAYLA,72.98578199052133
312,TSKB,55.01285347043702
313,SANEL,15.945078355592486
314,GSDDE,40.085592011412274
315,KONTR,146.57406296296293
316,SANKO,17.120275806836005
317,BURCE,68.15365804784355
318,AYEN,97.25118009478672
319,EKIZ,88.07471264367817
320,IHYAY,76.31578947368422
321,VERTU,32.68845563709138
322,KLGYO,43.57798165137615
323,MZHLD,63.125
324,ADEL,198.18181298701302
325,CRDFA,21.32701421800948
326,INTEM,102.17687891156464
327,ALCTL,79.9684454268629
328,HALKB,39.73384030418251
329,PENTA,70.12987012987014
330,AVHOL,472.9166395399319
331,PETKM,47.51203049759229
332,CEMAS,114.38356164383563
333,KRONT,66.70792698019801
334,OSTIM,218.5534591194969
335,HDFGS,44.98914692890466
336,ACSEL,64.24189069661509
337,CRFSA,25.99822984909423
338,PAMEL,7.459929854376014
339,SEKUR,66.61971830985917
340,ETILR,28.174936921783
341,SNPAM,64.95725641025643
342,KLKIM,38.919919200746364
343,SONME,61.3240327064797
344,POLHO,20.967741935483858
345,INVEO,0.0
346,AKGRT,95.63636363636363
347,KRGYO,77.22165985699695
348,KUYAS,32.35473295551276
349,ULAS,-2.9126213592232943
350,ICBCT,43.5344827586207
351,VKGYO,22.52559726962457
352,DITAS,28.608695652173907
353,KORDS,47.540983606557376
354,TAVHL,41.547991331269344
355,BAYRK,107.09382151029752
356,RODRG,20.463510343601797
357,MMCAS,99.81818181818181
358,AHGAZ,116.4745145631068
359,TMPOL,96.57827615818121
360,DESA,76.79046781961435
361,IPEKE,80.99762866191608
362,TSPOR,62.53521126760563
363,FONET,48.53977844914402
364,GLRYH,88.13314037626628
365,ULUFA,44.19410745233969
366,AVOD,65.14522821576762
367,ENKAI,31.885177196075375
368,FRIGO,55.241935483870975
369,AKMGY,99.54647922761967
370,YESIL,108.68263473053892
371,ALBRK,34.817813765182166
372,SANFM,49.36026936026937
373,KLNMA,15.51418439716312
374,BLCYT,84.08863041289021
375,HEDEF,24.842100000000016
376,ALGYO,58.09153902718148
377,KMPUR,86.76373068094082
378,AKYHO,97.97979797979798
379,BRISA,64.08386134722284
380,GEREL,56.24243030303029
381,BRYAT,128.66181967672406
382,AVGYO,147.12230215827338
383,SRVGY,96.0655737704918
384,FADE,121.31578947368422
385,GEDZA,81.39533850129197
386,DOKTA,30.048670561979122
387,RAYSG,86.52850707401592
388,UNLU,83.35500650195058
389,TNZTP,98.41427651139742
390,BAKAB,75.63739874326907
391,LIDFA,76.06354316583568
392,IHLGM,78.75
393,MEDTR,60.234375
394,DGATE,81.44329896907215
395,EYGYO,39.41684665226782
396,GENTS,11.35972461273667
397,BVSAN,148.4246363754065
398,SARKY,58.82353921568628
399,ISFIN,100.17921146953404
400,AKSEN,49.56204379562044
401,MTRYO,68.85714285714286
402,CMENT,42.95176132267784
403,MAKTK,66.46884272997033
404,NUGYO,46.58634538152609
405,EPLAS,97.05092701319268
406,PARSN,136.47175547132298
407,ORCAY,29.481481481481495
408,OZRDN,170.04083265306122
409,BURVA,86.91725524475527
410,VKFYO,341.7518248175183
