Index,Share,Report_Date
51,ARDYZ,2023-08-17 00:00:00
52,ARENA,2023-08-08 00:00:00
53,INGRM,2023-08-17 00:00:00
54,ARSAN,2023-08-21 00:00:00
55,ARZUM,2023-08-10 00:00:00
56,ASGYO,2023-08-09 00:00:00
57,ASELS,2023-08-15 00:00:00
58,ASTOR,2023-08-09 00:00:00
59,ATAGY,2023-08-07 00:00:00
60,ATAKP,2023-08-09 00:00:00
61,AGYO,2023-08-17 00:00:00
62,AGYO,2023-08-17 00:00:00
63,ATSYH,2023-08-20 00:00:00
64,ATLAS,2023-08-07 00:00:00
65,ATATP,2023-08-10 00:00:00
66,AVOD,2023-08-18 00:00:00
67,AVGYO,2023-08-11 00:00:00
68,AVGYO,2023-08-11 00:00:00
69,AVTUR,2023-08-18 00:00:00
70,AVHOL,2023-08-18 00:00:00
71,AYDEM,2023-08-15 00:00:00
72,AYEN,2023-08-17 00:00:00
73,AYES,2023-08-09 00:00:00
74,AYGAZ,2023-07-31 00:00:00
75,AZTEK,2023-08-08 00:00:00
76,BAGFS,2023-08-21 00:00:00
77,BAKAB,2023-08-21 00:00:00
78,BALAT,2023-08-09 00:00:00
79,BNTAS,2023-08-05 00:00:00
80,BANVT,2023-08-15 00:00:00
81,BARMA,2023-08-08 00:00:00
82,BASGZ,2023-08-09 00:00:00
83,BASCM,2023-08-09 00:00:00
84,BTCIM,2023-08-18 00:00:00
85,BSOKE,2023-08-09 00:00:00
87,BAYRK,2023-08-07 00:00:00
88,BERA,2023-08-21 00:00:00
89,BRKSN,2023-08-18 00:00:00
90,BJKAS,2023-08-09 00:00:00
91,BEYAZ,2023-08-09 00:00:00
92,BIENY,2023-08-21 00:00:00
93,BLCYT,2023-08-09 00:00:00
94,BIMAS,2023-08-17 00:00:00
95,BIOEN,2023-08-21 00:00:00
96,BRKVY,2023-08-09 00:00:00
98,BRLSM,2023-08-08 00:00:00
99,BRMEN,2023-08-18 00:00:00
100,BIZIM,2023-08-10 00:00:00
101,BMSTL,2023-08-07 00:00:00
102,BMSCH,2023-08-09 00:00:00
103,BNPPI,2023-08-03 00:00:00
104,BOBET,2023-08-09 00:00:00
105,BRSAN,2023-08-08 00:00:00
106,BRYAT,2023-08-09 00:00:00
107,BFREN,2023-08-09 00:00:00
108,BOSSA,2023-08-07 00:00:00
109,BRISA,2023-08-07 00:00:00
110,BVSAN,2023-08-17 00:00:00
111,BURCE,2023-08-18 00:00:00
112,BURVA,2023-08-09 00:00:00
113,BUCIM,2023-08-17 00:00:00
114,BIGCH,2023-08-17 00:00:00
115,CRFSA,2023-07-28 00:00:00
116,CASA,2023-08-09 00:00:00
117,CEOEM,2023-08-11 00:00:00
118,CCOLA,2023-08-07 00:00:00
119,CONSE,2023-08-15 00:00:00
120,COSMO,2023-08-17 00:00:00
121,CRDFA,2023-08-08 00:00:00
122,CANTE,2023-07-19 00:00:00
123,CVKMD,2023-08-18 00:00:00
124,CWENE,2023-08-21 00:00:00
125,CLEBI,2023-08-21 00:00:00
126,CELHA,2023-08-18 00:00:00
127,CEMAS,2023-08-18 00:00:00
128,CEMTS,2023-08-08 00:00:00
129,CMBTN,2023-08-03 00:00:00
130,CMENT,2023-08-03 00:00:00
131,CIMSA,2023-08-07 00:00:00
132,CUSAN,2023-08-11 00:00:00
133,DAGI,2023-08-18 00:00:00
134,DAGHL,2023-08-19 00:00:00
135,DAPGM,2023-08-03 00:00:00
136,DARDL,2023-08-21 00:00:00
137,DGATE,2023-08-16 00:00:00
138,DMSAS,2023-08-09 00:00:00
139,DENGE,2023-08-10 00:00:00
140,DZGYO,2023-08-01 00:00:00
141,DERIM,2023-08-09 00:00:00
142,DERHL,2023-08-03 00:00:00
143,DESA,2023-08-07 00:00:00
144,DESPC,2023-08-08 00:00:00
145,DEVA,2023-08-18 00:00:00
146,DNISI,2023-08-02 00:00:00
148,DITAS,2023-08-11 00:00:00
149,DOCO,2023-08-10 00:00:00
150,DOBUR,2023-08-07 00:00:00
151,DOHOL,2023-08-17 00:00:00
152,DGNMO,2023-08-17 00:00:00
153,ARASE,2023-08-17 00:00:00
154,DOGUB,2023-08-08 00:00:00
155,DGGYO,2023-08-09 00:00:00
156,DOAS,2023-08-21 00:00:00
157,DOKTA,2023-08-14 00:00:00
158,DURDO,2023-08-18 00:00:00
159,DYOBY,2023-08-12 00:00:00
160,EDATA,2023-08-08 00:00:00
161,ECILC,2023-08-08 00:00:00
162,ECZYT,2023-08-08 00:00:00
163,EDIP,2023-08-15 00:00:00
164,EGEEN,2023-08-17 00:00:00
165,EGGUB,2023-08-10 00:00:00
167,EGSER,2023-08-09 00:00:00
168,EPLAS,2023-08-17 00:00:00
169,EKIZ,2023-08-09 00:00:00
170,EKSUN,2023-08-07 00:00:00
171,ELITE,2023-08-21 00:00:00
172,EMKEL,2023-08-21 00:00:00
173,EMNIS,2023-08-09 00:00:00
174,EKGYO,2023-08-16 00:00:00
175,EKGYO,2023-08-16 00:00:00
176,ENJSA,2023-08-07 00:00:00
178,ENKAI,2023-08-16 00:00:00
179,ENSRI,2023-08-02 00:00:00
180,ERBOS,2023-08-08 00:00:00
181,ERCB,2023-08-17 00:00:00
182,EREGL,2023-08-08 00:00:00
183,ERSU,2023-08-07 00:00:00
184,ESCAR,2023-08-15 00:00:00
185,ESCOM,2023-08-09 00:00:00
186,ESEN,2023-08-18 00:00:00
187,ETILR,2023-08-18 00:00:00
188,EUKYO,2023-08-08 00:00:00
189,ETYAT,2023-08-08 00:00:00
190,EUYO,2023-08-08 00:00:00
191,EUHOL,2023-08-10 00:00:00
192,TEZOL,2023-08-21 00:00:00
193,EUREN,2023-08-07 00:00:00
194,EUPWR,2023-08-18 00:00:00
195,EYGYO,2023-08-16 00:00:00
196,EYGYO,2023-08-16 00:00:00
197,FADE,2023-08-19 00:00:00
198,FENER,2023-08-09 00:00:00
199,FLAP,2023-08-09 00:00:00
200,FMIZP,2023-07-31 00:00:00
201,FONET,2023-08-11 00:00:00
202,FROTO,2023-07-27 00:00:00
203,FORMT,2023-08-14 00:00:00
204,FORTE,2023-08-15 00:00:00
205,FRIGO,2023-08-21 00:00:00
206,FZLGY,2023-08-17 00:00:00
207,FZLGY,2023-08-17 00:00:00
208,GWIND,2023-08-10 00:00:00
209,GSRAY,2023-07-26 00:00:00
210,GARAN,2023-07-27 00:00:00
211,GARAN,2023-07-27 00:00:00
212,GARFA,2023-07-26 00:00:00
213,GRNYO,2023-07-25 00:00:00
214,GEDIK,2023-08-07 00:00:00
215,GEDZA,2023-08-15 00:00:00
216,GLCVY,2023-08-09 00:00:00
217,GENTS,2023-08-14 00:00:00
218,GENIL,2023-08-14 00:00:00
219,GEREL,2023-08-18 00:00:00
220,GZNMI,2023-08-21 00:00:00
221,GMTAS,2023-08-01 00:00:00
222,GESAN,2023-08-21 00:00:00
223,GLBMD,2023-08-15 00:00:00
224,GLYHO,2023-08-17 00:00:00
225,GOKNR,2023-08-14 00:00:00
227,GOODY,2023-08-08 00:00:00
228,GOLTS,2023-08-21 00:00:00
229,GOZDE,2023-08-04 00:00:00
230,GRTRK,2023-08-21 00:00:00
231,GSDDE,2023-08-21 00:00:00
232,GSDHO,2023-08-21 00:00:00
233,GUBRF,2023-08-18 00:00:00
234,GLRYH,2023-08-21 00:00:00
235,GRSEL,2023-08-18 00:00:00
236,HLGYO,2023-08-10 00:00:00
237,HLGYO,2023-08-10 00:00:00
238,HATEK,2023-08-18 00:00:00
239,HDFGS,2023-08-09 00:00:00
240,HEDEF,2023-08-09 00:00:00
241,HEKTS,2023-08-15 00:00:00
242,HTTBT,2023-08-11 00:00:00
243,HKTM,2023-08-21 00:00:00
244,HUBVC,2023-08-09 00:00:00
245,HUNER,2023-08-15 00:00:00
246,HURGZ,2023-08-16 00:00:00
247,ICBCT,2023-08-11 00:00:00
248,ICBCT,2023-08-11 00:00:00
249,IDEAS,2023-08-21 00:00:00
250,IDGYO,2023-08-09 00:00:00
251,IHEVA,2023-08-17 00:00:00
252,IHLGM,2023-08-17 00:00:00
253,IHGZT,2023-08-09 00:00:00
254,IHAAS,2023-08-09 00:00:00
255,IHLAS,2023-08-21 00:00:00
256,IHYAY,2023-08-21 00:00:00
257,IMASM,2023-08-09 00:00:00
258,INDES,2023-08-16 00:00:00
259,INFO,2023-07-31 00:00:00
260,INTEM,2023-08-08 00:00:00
261,INVEO,2023-07-28 00:00:00
262,INVES,2023-08-09 00:00:00
263,ISKPL,2023-08-16 00:00:00
264,IEYHO,2023-08-18 00:00:00
265,IPEKE,2023-08-09 00:00:00
266,ISDMR,2023-08-08 00:00:00
267,"ISATR, ISBTR, ISCTR, ISKUR",2023-08-07 00:00:00
268,"ISATR, ISBTR, ISCTR, ISKUR",2023-08-07 00:00:00
269,ISFIN,2023-07-31 00:00:00
270,ISGSY,2023-07-28 00:00:00
271,ISGYO,2023-07-31 00:00:00
272,ISMEN,2023-08-02 00:00:00
273,ISYAT,2023-07-28 00:00:00
274,ISBIR,2023-08-08 00:00:00
275,ISSEN,2023-08-15 00:00:00
276,ITTFH,2023-08-15 00:00:00
277,IZINV,2023-08-02 00:00:00
278,IZENR,2023-08-17 00:00:00
279,IZMDC,2023-08-16 00:00:00
280,IZFAS,2023-08-16 00:00:00
281,JANTS,2023-08-08 00:00:00
282,KFEIN,2023-08-17 00:00:00
283,KLKIM,2023-08-09 00:00:00
284,KLSER,2023-08-21 00:00:00
285,KAPLM,2023-08-21 00:00:00
286,KRDMD,2023-08-11 00:00:00
287,KAREL,2023-08-11 00:00:00
288,KARSN,2023-08-10 00:00:00
289,KRTEK,2023-08-02 00:00:00
290,KARYE,2023-08-15 00:00:00
291,KARTN,2023-08-16 00:00:00
292,KATMR,2023-08-11 00:00:00
293,KTLEV,2023-08-09 00:00:00
294,KAYSE,2023-07-27 00:00:00
295,KENT,2023-08-08 00:00:00
296,KERVT,2023-08-17 00:00:00
297,KRVGD,2023-08-17 00:00:00
298,KERVN,2023-08-21 00:00:00
299,KLRHO,2023-08-18 00:00:00
300,KIMMR,2023-08-08 00:00:00
301,KMPUR,2023-08-07 00:00:00
302,KZBGY,2023-08-18 00:00:00
303,KZBGY,2023-08-18 00:00:00
304,KLGYO,2023-08-04 00:00:00
305,KLMSN,2023-08-14 00:00:00
306,KCAER,2023-08-09 00:00:00
307,KCHOL,2023-08-01 00:00:00
308,KLSYN,2023-08-18 00:00:00
309,KNFRT,2023-08-17 00:00:00
310,KONTR,2023-08-18 00:00:00
311,KONYA,2023-08-09 00:00:00
312,KONKA,2023-08-09 00:00:00
313,KGYO,2023-08-21 00:00:00
314,KGYO,2023-08-21 00:00:00
315,KORDS,2023-08-07 00:00:00
316,KRPLS,2023-08-09 00:00:00
317,KOZAL,2023-08-09 00:00:00
318,KOZAA,2023-08-09 00:00:00
319,KOPOL,2023-08-09 00:00:00
320,KRGYO,2023-08-08 00:00:00
321,KRSTL,2023-08-14 00:00:00
322,KRONT,2023-08-17 00:00:00
323,KSTUR,2023-07-29 00:00:00
324,KUVVA,2023-08-21 00:00:00
325,KUYAS,2023-08-20 00:00:00
326,KUTPO,2023-08-21 00:00:00
327,KTSKR,2023-08-09 00:00:00
328,LIDER,2023-08-09 00:00:00
329,LIDFA,2023-07-27 00:00:00
330,LINK,2023-08-08 00:00:00
331,LOGO,2023-08-08 00:00:00
332,LKMNH,2023-08-17 00:00:00
333,LUKSK,2023-08-17 00:00:00
334,MACKO,2023-08-17 00:00:00
335,MAKIM,2023-08-09 00:00:00
336,MAKTK,2023-08-15 00:00:00
337,MANAS,2023-08-09 00:00:00
338,MAGEN,2023-08-17 00:00:00
340,MAALT,2023-07-28 00:00:00
341,MRSHL,2023-08-04 00:00:00
342,MRGYO,2023-07-31 00:00:00
343,MARTI,2023-08-10 00:00:00
344,MTRKS,2023-08-10 00:00:00
346,MZHLD,2023-08-17 00:00:00
347,MEDTR,2023-08-08 00:00:00
348,MEGAP,2023-08-21 00:00:00
349,MNDRS,2023-08-15 00:00:00
350,MERCN,2023-08-16 00:00:00
351,MERIT,2023-08-21 00:00:00
353,METUR,2023-08-11 00:00:00
354,METRO,2023-08-01 00:00:00
355,MEPET,2023-08-18 00:00:00
356,MTRYO,2023-08-04 00:00:00
357,MIATK,2023-07-31 00:00:00
358,MGROS,2023-08-02 00:00:00
359,MIPAZ,2023-08-08 00:00:00
360,MSGYO,2023-08-09 00:00:00
361,MPARK,2023-08-08 00:00:00
362,MMCAS,2023-08-21 00:00:00
363,MOBTL,2023-08-21 00:00:00
364,MNDTR,2023-08-16 00:00:00
365,EGEPO,2023-08-09 00:00:00
366,NATEN,2023-08-21 00:00:00
367,NTGAZ,2023-08-09 00:00:00
368,NTHOL,2023-08-21 00:00:00
369,NETAS,2023-08-17 00:00:00
370,NIBAS,2023-08-08 00:00:00
371,NUHCM,2023-08-16 00:00:00
372,NUGYO,2023-08-08 00:00:00
373,OBASE,2023-08-21 00:00:00
374,ODAS,2023-08-21 00:00:00
375,OFSYM,2023-08-17 00:00:00
376,ONCSM,2023-08-01 00:00:00
377,ORCAY,2023-08-10 00:00:00
378,ORGE,2023-08-16 00:00:00
379,ORMA,2023-07-31 00:00:00
380,OSMEN,2023-07-29 00:00:00
381,OSTIM,2023-08-21 00:00:00
382,OTKAR,2023-07-26 00:00:00
383,OTTO,2023-07-29 00:00:00
384,OYAKC,2023-08-16 00:00:00
385,OYYAT,2023-07-31 00:00:00
386,OYAYO,2023-07-31 00:00:00
387,OYLUM,2023-08-09 00:00:00
388,OZKGY,2023-08-21 00:00:00
389,OZKGY,2023-08-21 00:00:00
390,OZGYO,2023-08-09 00:00:00
391,OZRDN,2023-08-21 00:00:00
392,OZSUB,2023-08-16 00:00:00
393,PAMEL,2023-08-17 00:00:00
394,PAGYO,2023-08-16 00:00:00
395,PAGYO,2023-08-16 00:00:00
396,PNLSN,2023-07-31 00:00:00
397,PAPIL,2023-08-17 00:00:00
398,PRDGS,2023-08-04 00:00:00
399,PRKME,2023-08-16 00:00:00
400,PARSN,2023-08-14 00:00:00
401,PSGYO,2023-08-13 00:00:00
402,PSGYO,2023-08-13 00:00:00
403,PASEU,2023-08-11 00:00:00
404,PCILT,2023-08-21 00:00:00
405,PGSUS,2023-08-14 00:00:00
406,PEKGY,2023-08-19 00:00:00
407,PEKGY,2023-08-19 00:00:00
408,PENGD,2023-08-21 00:00:00
409,PENTA,2023-08-15 00:00:00
410,PEGYO,2023-08-09 00:00:00
411,PSDTC,2023-08-09 00:00:00
412,PETKM,2023-08-10 00:00:00
413,PKENT,2023-08-08 00:00:00
414,PETUN,2023-08-09 00:00:00
415,PINSU,2023-08-09 00:00:00
416,PNSUT,2023-08-09 00:00:00
417,PKART,2023-08-07 00:00:00
418,PLTUR,2023-08-21 00:00:00
419,POLHO,2023-08-04 00:00:00
420,POLTK,2023-08-04 00:00:00
421,PRZMA,2023-08-08 00:00:00
422,QNBFL,2023-07-26 00:00:00
423,QNBFB,2023-07-27 00:00:00
424,QNBFB,2023-07-27 00:00:00
425,QUAGR,2023-08-21 00:00:00
426,RNPOL,2023-08-09 00:00:00
427,RALYH,2023-08-14 00:00:00
428,RAYSG,2023-08-03 00:00:00
429,RYGYO,2023-08-11 00:00:00
430,RYGYO,2023-08-11 00:00:00
431,RYSAS,2023-08-21 00:00:00
432,ICUGS,2023-08-21 00:00:00
433,ICUGS,2023-08-21 00:00:00
434,RODRG,2023-08-14 00:00:00
436,RTALB,2023-08-09 00:00:00
437,RUBNS,2023-08-08 00:00:00
438,SAHOL,2023-08-09 00:00:00
439,SAFKR,2023-08-07 00:00:00
440,SANEL,2023-08-21 00:00:00
441,SANFM,2023-08-17 00:00:00
442,SANKO,2023-08-07 00:00:00
443,SAMAT,2023-08-08 00:00:00
444,SARKY,2023-08-21 00:00:00
445,SASA,2023-08-07 00:00:00
446,SAYAS,2023-08-16 00:00:00
447,SDTTR,2023-08-17 00:00:00
448,SEKUR,2023-08-21 00:00:00
449,SELEC,2023-08-15 00:00:00
450,SELGD,2023-08-17 00:00:00
451,SELVA,2023-08-15 00:00:00
453,SNICA,2023-08-10 00:00:00
454,SRVGY,2023-08-16 00:00:00
455,SRVGY,2023-08-16 00:00:00
456,SEYKM,2023-08-08 00:00:00
457,SILVR,2023-08-09 00:00:00
458,SNGYO,2023-08-21 00:00:00
459,SNGYO,2023-08-21 00:00:00
460,SMRTG,2023-08-17 00:00:00
461,SMART,2023-08-16 00:00:00
462,SODSN,2023-07-28 00:00:00
463,SOKE,2023-08-17 00:00:00
464,SKTAS,2023-08-17 00:00:00
465,SONME,2023-08-09 00:00:00
466,SNPAM,2023-08-09 00:00:00
467,SUMAS,2023-07-30 00:00:00
468,SUNTK,2023-08-17 00:00:00
469,SEKFK,2023-07-28 00:00:00
470,SEGYO,2023-08-04 00:00:00
471,SEGYO,2023-08-04 00:00:00
472,SKBNK,2023-08-07 00:00:00
473,SKBNK,2023-08-07 00:00:00
474,SISE,2023-08-04 00:00:00
475,SUWEN,2023-08-08 00:00:00
476,SOKM,2023-08-16 00:00:00
477,HALKB,2023-08-10 00:00:00
478,HALKB,2023-08-10 00:00:00
479,KLNMA,2023-07-28 00:00:00
480,KLNMA,2023-07-28 00:00:00
483,TSKB,2023-07-31 00:00:00
484,TSKB,2023-07-31 00:00:00
485,TBORG,2023-08-21 00:00:00
486,TNZTP,2023-08-18 00:00:00
487,TATGD,2023-07-27 00:00:00
489,TAVHL,2023-07-26 00:00:00
490,TETMT,2023-08-21 00:00:00
491,TEKTU,2023-08-11 00:00:00
492,TKFEN,2023-08-09 00:00:00
493,TKNSA,2023-08-07 00:00:00
494,TMPOL,2023-08-21 00:00:00
495,TERA,2023-08-21 00:00:00
496,TFNVK,2023-08-07 00:00:00
497,TGSAS,2023-08-09 00:00:00
498,TOASO,2023-07-26 00:00:00
499,TRGYO,2023-08-16 00:00:00
500,TRGYO,2023-08-16 00:00:00
501,TLMAN,2023-08-09 00:00:00
502,TSPOR,2023-08-09 00:00:00
503,TDGYO,2023-08-08 00:00:00
504,TSGYO,2023-07-28 00:00:00
505,TUCLK,2023-08-09 00:00:00
506,TUKAS,2023-08-16 00:00:00
507,TRCAS,2023-08-09 00:00:00
508,TUREX,2023-08-18 00:00:00
509,TRILC,2023-08-07 00:00:00
510,TCELL,2023-08-17 00:00:00
511,TMSN,2023-08-17 00:00:00
512,TUPRS,2023-07-31 00:00:00
513,THYAO,2023-08-09 00:00:00
514,PRKAB,2023-07-26 00:00:00
515,TTKOM,2023-08-14 00:00:00
516,TTRAK,2023-07-27 00:00:00
517,TURGG,2023-08-02 00:00:00
518,TURSG,2023-07-31 00:00:00
519,TURSG,2023-08-02 00:00:00
520,UFUK,2023-08-04 00:00:00
521,ULAS,2023-08-04 00:00:00
522,ULUFA,2023-08-08 00:00:00
523,ULUSE,2023-08-18 00:00:00
524,ULUUN,2023-08-17 00:00:00
525,UMPAS,2023-08-21 00:00:00
526,USAK,2023-08-09 00:00:00
527,UZERB,2023-07-31 00:00:00
528,ULKER,2023-08-17 00:00:00
529,UNLU,2023-08-16 00:00:00
530,VAKFN,2023-07-27 00:00:00
531,VKGYO,2023-08-04 00:00:00
532,VAKVK,2023-08-09 00:00:00
533,VKFYO,2023-08-04 00:00:00
534,VAKBN,2023-08-09 00:00:00
535,VAKBN,2023-08-09 00:00:00
536,VAKKO,2023-08-14 00:00:00
537,VANGD,2023-08-09 00:00:00
538,VBTYZ,2023-08-14 00:00:00
539,VERUS,2023-08-18 00:00:00
540,VERTU,2023-08-09 00:00:00
541,VESTL,2023-08-18 00:00:00
542,VESBE,2023-08-04 00:00:00
543,VKING,2023-08-09 00:00:00
544,YKBNK,2023-07-24 00:00:00
545,YKBNK,2023-07-24 00:00:00
546,YAPRK,2023-08-21 00:00:00
547,YATAS,2023-08-21 00:00:00
548,YAYLA,2023-08-01 00:00:00
549,YYLGD,2023-08-08 00:00:00
550,YGGYO,2023-08-02 00:00:00
551,YGGYO,2023-08-02 00:00:00
552,YGYO,2023-08-21 00:00:00
553,YGYO,2023-08-21 00:00:00
555,YESIL,2023-08-09 00:00:00
556,YEOTK,2023-08-08 00:00:00
557,YBTAS,2023-07-29 00:00:00
558,YONGA,2023-08-09 00:00:00
559,YKSLN,2023-08-09 00:00:00
560,YUNSA,2023-08-10 00:00:00
561,ZEDUR,2023-08-18 00:00:00
562,ZRGYO,2023-08-11 00:00:00
563,ZRGYO,2023-08-11 00:00:00
564,ZOREN,2023-08-11 00:00:00
565,ALBTS,2023-07-20 00:00:00
566,ALDUK,2023-07-27 00:00:00
567,ALONE,2023-07-20 00:00:00
568,AUKAK,2023-07-31 00:00:00
569,AUODK,2023-07-28 00:00:00
570,RPFGY,2023-07-31 00:00:00
571,MPATA,2023-08-01 00:00:00
572,QPERP,2023-07-27 00:00:00
573,RPAVS,2023-07-31 00:00:00
574,TPYGI,2023-07-31 00:00:00
575,TPYTI,2023-07-31 00:00:00
576,APYVC,2023-07-27 00:00:00
577,APYKS,2023-07-20 00:00:00
578,OMDBE,2023-07-31 00:00:00
579,OMGIO,2023-07-31 00:00:00
