,Now,Future,Percentage,Prediction,Succes
49,16599.08,16474.93,-0.7479330179745034,0.007001162915903495,0.0
50,16474.93,16496.27,0.12953014064399326,0.03816242822176949,1.0
51,16496.27,16555.26,0.35759598988133234,0.0072385296990315744,1.0
52,16555.26,16525.37,-0.18054684734639181,-0.01720582402600826,1.0
53,16525.37,16607.48,0.49687238470303896,0.007532804231596161,1.0
54,16607.48,16552.46,-0.3312965001312591,0.008816749479911594,0.0
55,16552.46,16565.09,0.07630285770211742,0.019699893262613205,1.0
56,16565.09,16567.15,0.012435791172890731,-0.003959941439801136,0.0
57,16567.15,16590.1,0.13852714558626644,-0.0047546744901526845,0.0
58,16590.1,16570.14,-0.12031271662014831,0.013855844609992977,0.0
59,16570.14,16542.4,-0.16740956926130934,0.011105307653379219,0.0
60,16542.4,16533.04,-0.05658187445595786,-0.00726449830891693,1.0
61,16533.04,16526.19,-0.0414321867001064,0.003650578971327782,0.0
62,16526.19,16556.66,0.18437401482132998,0.0016019644077282773,1.0
63,16556.66,16558.73,0.012502521643853015,-0.0023451409932972195,0.0
64,16558.73,16603.08,0.2678345501134629,0.002945854017975173,1.0
65,16603.08,16616.75,0.0823341211389561,0.008212986899467116,1.0
66,16616.75,16661.94,0.2719545037386837,0.004013760955067473,1.0
67,16661.94,16721.28,0.35614100158805684,0.010630307966464718,1.0
68,16721.28,16735.11,0.08270897921690334,0.004594046492248342,1.0
69,16735.11,16734.66,-0.002688957527027469,0.01608082439070943,0.0
70,16734.66,16737.56,0.01732930337396965,0.0005643912678573153,1.0
71,16737.56,16672.87,-0.3864960006117997,0.005309092161489308,0.0
72,16672.87,16691.81,0.1135977189290287,0.04031158600420401,1.0
73,16691.81,16729.74,0.22723718997521303,0.0050740512038511525,1.0
74,16729.74,16721.03,-0.052062972885423164,0.019770777797262745,0.0
75,16721.03,16676.94,-0.2636799288082159,0.011409845524433663,0.0
76,16676.94,16643.37,-0.2012959211941734,0.01318724486303821,0.0
77,16643.37,16675.18,0.19112715754081933,0.008458681500246172,1.0
78,16675.18,16862.02,1.1204676651166636,0.0076317805610317795,1.0
79,16862.02,16869.44,0.044004217762747544,-0.008400491873656686,0.0
80,16869.44,16835.35,-0.20208139689285076,0.008434865542688323,0.0
81,16835.35,16854.05,0.11107580180988919,0.020910407123767544,1.0
82,16854.05,16842.36,-0.06936018345739114,-0.022777362361474013,1.0
83,16842.36,16850.36,0.04749928157336569,0.018035560592364747,1.0
84,16850.36,16827.71,-0.13441849313605303,-0.005043163033793737,1.0
85,16827.71,16823.64,-0.024186297481946895,0.00940750015232014,0.0
86,16823.64,16833.6,0.05920240804010746,-0.0012482699424092598,0.0
87,16833.6,16842.94,0.05548426955611774,-0.006196100899849373,0.0
88,16842.94,16863.85,0.12414697196570046,-0.007721597980630908,0.0
89,16863.85,16831.85,-0.189755008494501,-0.020782698299884467,1.0
90,16831.85,16833.56,0.010159311068022703,-0.003297256772773734,0.0
91,16833.56,16794.06,-0.2346503056988496,-0.0017099946963019825,1.0
92,16794.06,16738.22,-0.33249851435567734,-0.0025894699354391,1.0
93,16738.22,16840.82,0.6129684040477343,7.867987335471831e-05,1.0
94,16840.82,16939.91,0.5883917766474553,-0.02279304638858151,0.0
95,16939.91,16950.65,0.06340057296645796,-0.015108714637305705,0.0
96,16950.65,16952.46,0.010678056593690144,0.008766257261103442,1.0
97,16952.46,16948.09,-0.025777969686984648,-0.004082752690269727,1.0
98,16948.09,16918.3,-0.17577201914788532,-0.0049191842809456505,1.0
99,16918.3,16940.42,0.13074599693821654,-0.000642609475804275,0.0
100,16940.42,16944.05,0.021428040154859218,-0.013175312379388545,0.0
101,16944.05,16943.57,-0.002832852830337629,-0.011342394987827882,1.0
102,16943.57,16944.02,0.0026558747654661374,-0.008674885045838883,0.0
103,16944.02,16953.77,0.05754242499713769,-0.01317744843106325,0.0
104,16953.77,16927.42,-0.15542265820523937,-0.013690001276470716,1.0
105,16927.42,17000.43,0.43131203691999076,-0.004976358181546266,0.0
106,17000.43,16927.25,-0.43045970013699275,0.008437303818207701,0.0
107,16927.25,17127.83,1.1849532558448743,0.012958806921282233,1.0
108,17127.83,17197.0,0.403845671051144,0.007559777695858886,1.0
109,17197.0,17198.48,0.008606152235856257,-0.013119165183997946,0.0
110,17198.48,17238.93,0.2351952032970388,-0.0037350529279409923,0.0
111,17238.93,17268.49,0.1714723593633778,-0.008556079695832526,0.0
112,17268.49,17293.69,0.14593053590670024,-0.021088842590465645,0.0
113,17293.69,17178.26,-0.6674688860503579,-0.050576795257612855,1.0
114,17178.26,17205.72,0.15985320981287998,-0.009017705795969862,0.0
115,17205.72,17203.2,-0.014646292047075349,-0.021565148127377115,1.0
116,17203.2,17252.89,0.2888416108630878,-0.021189166413693866,0.0
117,17252.89,17327.7,0.43360851428369074,-0.022486224843848907,0.0
118,17327.7,17432.85,0.6068318357312137,-0.06725354720314684,0.0
119,17432.85,17440.66,0.044800477259897775,-0.024860473591575644,0.0
120,17440.66,17416.14,-0.14059100974390049,-0.011021655206300747,1.0
121,17416.14,17446.65,0.17518233087241697,0.001731209179548691,1.0
122,17446.65,17437.75,-0.051012658590622095,-0.02499315530346316,1.0
123,17437.75,17332.43,-0.6039770039139256,-0.037279130279193745,1.0
124,17332.43,17550.29,1.2569501218236496,-0.037650873461629014,0.0
125,17550.29,17943.26,2.239108299634921,-0.06518258284224036,0.0
126,17943.26,18224.68,1.5683883530640514,-0.07607711737406557,0.0
127,18224.68,18138.22,-0.4744116220421972,-0.05220247142733861,1.0
128,18138.22,18200.8,0.34501731702448524,-0.026501904583153962,0.0
129,18200.8,18086.62,-0.6273350621950584,-0.05652313650611888,1.0
130,18086.62,18885.35,4.416137454095889,-0.1272444708902263,0.0
131,18885.35,18846.62,-0.20507959873657455,-0.13024835652947855,1.0
132,18846.62,18876.37,0.1578532384056217,-0.00020482915249678442,0.0
133,18876.37,18824.25,-0.2761124093244547,-0.08262862509015183,1.0
134,18824.25,18920.95,0.5136990849568974,-0.055651497538317475,0.0
135,18920.95,19261.19,1.7982183769842237,-0.042981083352738675,0.0
136,19261.19,19362.01,0.5234359870807452,-0.1696117048567756,0.0
137,19362.01,19930.01,2.933579726485007,-0.15652542138545503,0.0
138,19930.01,20967.23,5.204312491564238,-0.14355468725612644,0.0
139,20967.23,20897.36,-0.33323428988950354,-0.2511853972075804,1.0
140,20897.36,20721.73,-0.8404410892093637,-0.07503285586855006,1.0
141,20721.73,20786.74,0.3137286317310526,-0.11793216676764944,0.0
142,20786.74,20783.68,-0.014720923049992507,-0.033173641827253936,1.0
143,20783.68,20954.92,0.8239156876934146,-0.07279341850433556,0.0
144,20954.92,20719.09,-1.1254158927831668,-0.006288214150279832,1.0
145,20719.09,20735.69,0.08011934887100836,-0.006002883835223101,0.0
146,20735.69,20722.23,-0.06491223586000672,-0.02801378250882361,1.0
147,20722.23,20908.28,0.8978280812441568,-0.06600543190181955,0.0
148,20908.28,20870.15,-0.1823679422697495,-0.04917110575178599,1.0
149,20870.15,20871.5,0.006468568745304992,-0.043737620725010445,0.0
150,20871.5,21075.68,0.9782718060513105,-0.03489699367930213,0.0
151,21075.68,21109.23,0.15918822073594185,-0.05210039479047926,0.0
152,21109.23,20817.56,-1.3817178551751823,-0.038748220320885124,1.0
153,20817.56,20994.17,0.8483703181352666,-0.04624378178773017,0.0
154,20994.17,21308.57,1.49755860793735,-0.12972603789242856,0.0
155,21308.57,21185.65,-0.576857104911312,-0.14166156685183598,1.0
156,21185.65,21124.57,-0.28830835966799384,-0.01826042863163216,1.0
157,21124.57,21133.65,0.042983123443463,-0.052945570723470975,0.0
158,21133.65,21219.75,0.40740714453016835,-0.043964115720117075,0.0
159,21219.75,21176.06,-0.20589309487623098,-0.08130495955185706,1.0
160,21176.06,21336.46,0.7574591307353558,-0.08794790712859539,0.0
161,21336.46,21134.81,-0.945095859388104,-0.1331085715160736,1.0
162,21134.81,21258.54,0.5854322797318616,-0.017915716976338897,0.0
163,21258.54,21307.94,0.23237719993940686,-0.06983609882741497,0.0
164,21307.94,21204.67,-0.4846550159236358,-0.06935173872007154,1.0
165,21204.67,21042.73,-0.7636996944540897,-0.07818082872455583,1.0
166,21042.73,20906.54,-0.6472068975840983,-0.10149837396280263,1.0
167,20906.54,20677.47,-1.0956858475864522,-0.30149234268220293,1.0
168,20677.47,20748.04,0.341289335687577,-0.013396023971922884,0.0
169,20748.04,20818.95,0.3417672223496737,-0.0725717806253419,0.0
170,20818.95,20743.72,-0.3613534784415151,-0.05297353020192866,1.0
171,20743.72,20876.44,0.6398080961370312,-0.07949855149351319,0.0
172,20876.44,21090.95,1.0275219338163026,-0.17194476087962254,0.0
173,21090.95,21071.59,-0.09179292540166273,-0.12962419762877933,1.0
174,21071.59,21087.74,0.07664348062959903,-0.069591417440573,0.0
175,21087.74,20959.44,-0.6084103844224416,-0.05450344886526807,1.0
176,20959.44,20963.51,0.019418457745047135,-0.05791468726691299,0.0
177,20963.51,21144.77,0.8646452812530043,-0.08703525747835887,0.0
178,21144.77,21496.67,1.6642413230316464,-0.16607341515270704,0.0
179,21496.67,22667.21,5.445215468256251,-0.1965645755958019,0.0
180,22667.21,22547.35,-0.5287814424448385,-0.2799079541285272,1.0
181,22547.35,22638.36,0.40363945208639507,-0.0824230069661152,0.0
182,22638.36,22905.65,1.180695068017286,-0.11108380395355881,0.0
183,22905.65,22998.9,0.40710479728799953,-0.23017003996760302,0.0
184,22998.9,23270.5,1.1809260442890661,-0.12891164655475376,0.0
185,23270.5,22783.55,-2.09256354612063,-0.1997119995156267,1.0
186,22783.55,22758.3,-0.11082557371436508,-0.0005025822033038214,1.0
187,22758.3,22895.2,0.6015387792585614,-0.07148727754231392,0.0
188,22895.2,22783.61,-0.4873947377616332,-0.08880853557584138,1.0
189,22783.61,22794.51,0.047841408802199226,-0.06046370006367833,0.0
190,22794.51,22722.15,-0.3174448584330065,-0.07546493003724856,1.0
191,22722.15,22707.88,-0.06280215560587976,-0.07209996656124988,1.0
192,22707.88,22661.02,-0.2063600829315675,-0.21467153971987044,1.0
193,22661.02,22695.9,0.1539206973031213,-0.07244323620984043,0.0
194,22695.9,22904.58,0.9194612242739879,-0.09520268367694622,0.0
195,22904.58,22853.14,-0.22458390417986607,-0.11496453655812759,1.0
196,22853.14,22792.47,-0.26547774178952466,-0.2267372315007832,1.0
197,22792.47,22916.45,0.5439515769901107,-0.12959682235960493,0.0
198,22916.45,23079.27,0.7104939901249878,-0.08836085468322223,0.0
199,23079.27,23054.08,-0.10914556656254604,-0.12738422966645316,1.0
200,23054.08,22917.66,-0.5917390761201631,-0.10709955419597698,1.0
201,22917.66,22931.36,0.059779227024051806,-0.13661331367509758,0.0
202,22931.36,23018.53,0.3801344534297044,-0.21642442121100894,0.0
203,23018.53,22632.89,-1.6753459061026064,-0.160586531447829,1.0
204,22632.89,22643.61,0.047364698012501094,-0.10607726436723168,0.0
205,22643.61,22712.45,0.3040151283297945,-0.20599626130724727,0.0
206,22712.45,22598.47,-0.5018392995911967,-0.09925229869994649,1.0
207,22598.47,22577.86,-0.09120086448331222,-0.11007765856119937,1.0
208,22577.86,22748.86,0.7573791315917475,-0.19916045823124698,0.0
209,22748.86,23060.94,1.3718489629810051,-0.18781866715140175,0.0
210,23060.94,23136.16,0.3261792450784782,-0.05763415347378346,0.0
211,23136.16,22966.73,-0.7323168581130091,-0.1481568928327113,1.0
212,22966.73,22992.94,0.11412160111605374,-0.10478045371691418,0.0
213,22992.94,22958.02,-0.15187270527387398,-0.14347715347352444,1.0
214,22958.02,23070.0,0.4877598329472619,-0.21665062519447778,0.0
215,23070.0,23009.65,-0.2615951452102365,-0.1602476989609716,1.0
216,23009.65,22772.62,-1.0301330094112728,-0.03858577981935554,1.0
217,22772.62,23072.77,1.3180301607808076,-0.07901565765504763,0.0
218,23072.77,22967.47,-0.4563821335713101,-0.13729481616267128,1.0
219,22967.47,22933.96,-0.1459020083622704,-0.10450531703772308,1.0
220,22933.96,23253.06,1.391386398162382,-0.17026918463093768,0.0
221,23253.06,23074.16,-0.7693611077423839,-0.14723427045358653,1.0
222,23074.16,23117.44,0.18756912494322364,-0.04469655233618933,0.0
223,23117.44,22991.51,-0.5447402480551489,-0.06779949092512054,1.0
224,22991.51,22981.51,-0.043494315945309836,-0.0365936145951771,1.0
225,22981.51,23012.54,0.13502158909489026,-0.09041494243109564,0.0
226,23012.54,23039.35,0.11650169863908388,-0.12275334115152252,0.0
227,23039.35,23022.6,-0.07270170382410868,-0.07425983363170967,1.0
228,23022.6,23193.43,0.7420100249320285,-0.07833474363530095,0.0
229,23193.43,23203.86,0.04496963148615407,-0.0520049836665091,0.0
230,23203.86,23432.17,0.98393112180473,-0.08867060035858536,0.0
231,23432.17,23525.09,0.3965488471618386,-0.13999407721373583,0.0
232,23525.09,23897.84,1.584478529093829,-0.17169984918040918,0.0
233,23897.84,23742.3,-0.6508538010129854,-0.23107497599003704,1.0
234,23742.3,23701.44,-0.17209790121428625,-0.12009231922989065,1.0
235,23701.44,23642.81,-0.24736893623339995,-0.12680205194308727,1.0
236,23642.81,23077.47,-2.3911709310357026,-0.08960351287346939,1.0
237,23077.47,23178.51,0.43782962343792065,-0.10497066886338606,0.0
238,23178.51,22784.86,-1.6983404023813335,-0.16562429735936582,1.0
239,22784.86,22826.15,0.18121682555872098,-0.06561841627321256,0.0
240,22826.15,22835.01,0.03881513089153543,-0.1695677557718758,0.0
241,22835.01,22978.24,0.6272386129894443,-0.1142488703804077,0.0
242,22978.24,22865.43,-0.4909427353879181,-0.128077487841362,1.0
243,22865.43,23121.8,1.1212122404870541,-0.08594137889567315,0.0
244,23121.8,23163.88,0.18199275142939086,-0.1978810658141417,0.0
245,23163.88,23125.13,-0.16728630954744972,-0.13715640137986077,1.0
246,23125.13,23130.19,0.021880958074603996,-0.10482598930832591,0.0
247,23130.19,23076.68,-0.23134267379558082,-0.1215276634663323,1.0
248,23076.68,23077.52,0.0036400383417429794,-0.10017686415403863,0.0
249,23077.52,22979.73,-0.4237457057777476,-0.1400906149632193,1.0
