,Share_Name,Bilanco_Date,Cari_Oran,Nakit_Oran,Toplam_Yabancı_Kaynaklar_Oz_Kaynaklar_Oranı,Alacak_Devir_Hızı,Aktif_Devir_Hızı,Oz_Varlık_Karlılıgı,Kar_Marjları,Hisse_Bası_Kazanc,Fiyat_Satıs_Oranı,Total
72,BRISA,2022-12,17,1,1,2,7,5,42,1,2,78
73,BURCE,2022-12,21,1,1,2,7,3,38,2,2,77
74,BURVA,2022-12,21,1,1,2,7,5,39,2,1,79
75,BUCIM,2022-12,28,1,1,2,4,6,37,1,2,82
76,CRFSA,0,0,0,0,0,0,0,0,0,0,0
77,CASA,2022-12,28,1,1,2,5,4,54,1,1,97
78,CEOEM,0,0,0,0,0,0,0,0,0,0,0
79,CCOLA,2022-12,19,1,1,4,5,7,47,1,2,87
80,COSMO,2022-12,19,1,1,2,4,6,43,2,1,79
81,CANTE,0,0,0,0,0,0,0,0,0,0,0
82,CLEBI,2022-12,21,1,1,2,5,5,50,2,1,88
83,CELHA,0,0,0,0,0,0,0,0,0,0,0
84,CEMAS,2022-12,28,1,1,2,7,6,30,2,2,79
85,CEMTS,2022-12,28,1,1,2,5,5,35,1,2,80
86,CMBTN,0,0,0,0,0,0,0,0,0,0,0
87,CMENT,2022-12,21,1,1,2,5,6,42,2,2,82
88,CIMSA,2022-12,21,1,1,2,7,6,34,1,2,75
89,CUSAN,2022-12,21,1,1,2,7,6,31,1,2,72
90,DAGI,0,0,0,0,0,0,0,0,0,0,0
91,DAGHL,0,0,0,0,0,0,0,0,0,0,0
92,DARDL,2022-12,17,1,1,2,5,4,55,2,1,88
93,DGATE,2022-12,19,1,1,4,4,3,57,1,2,92
94,DMSAS,0,0,0,0,0,0,0,0,0,0,0
95,DENGE,0,0,0,0,0,0,0,0,0,0,0
96,DZGYO,2022-12,28,1,1,2,4,4,48,1,2,91
97,DERIM,0,0,0,0,0,0,0,0,0,0,0
98,DERHL,2022-12,21,1,1,2,4,6,51,1,2,89
99,DESA,2022-12,19,1,1,4,4,3,52,1,2,87
100,DESPC,2022-12,19,1,1,5,4,3,60,1,2,96
101,DEVA,2022-12,21,1,1,2,7,3,39,1,2,77
102,DNISI,2022-12,19,1,1,2,7,3,49,1,2,85
103,DIRIT,0,0,0,0,0,0,0,0,0,0,0
104,DITAS,2022-12,21,1,1,2,4,4,48,1,1,83
105,DOBUR,0,0,0,0,0,0,0,0,0,0,0
106,DOHOL,2022-12,19,1,1,2,4,4,55,1,2,89
107,DGNMO,0,0,0,0,0,0,0,0,0,0,0
108,ARASE,0,0,0,0,0,0,0,0,0,0,0
109,DOGUB,2022-12,26,1,1,4,7,4,57,2,1,103
110,DGGYO,0,0,0,0,0,0,0,0,0,0,0
111,DOAS,2022-12,26,1,1,4,4,6,48,1,2,93
112,DOKTA,0,0,0,0,0,0,0,0,0,0,0
113,DURDO,0,0,0,0,0,0,0,0,0,0,0
114,DYOBY,0,0,0,0,0,0,0,0,0,0,0
115,EDATA,0,0,0,0,0,0,0,0,0,0,0
116,EDIP,0,0,0,0,0,0,0,0,0,0,0
117,EGEEN,2022-12,28,1,1,2,7,5,36,2,2,84
118,EGGUB,2022-12,19,1,1,5,7,6,30,1,2,72
119,EGPRO,0,0,0,0,0,0,0,0,0,0,0
120,EGSER,0,0,0,0,0,0,0,0,0,0,0
121,EPLAS,0,0,0,0,0,0,0,0,0,0,0
122,ECILC,2022-12,19,1,1,2,7,4,44,1,2,81
123,EKIZ,0,0,0,0,0,0,0,0,0,0,0
124,ELITE,0,0,0,0,0,0,0,0,0,0,0
125,EMKEL,0,0,0,0,0,0,0,0,0,0,0
126,EMNIS,0,0,0,0,0,0,0,0,0,0,0
127,EKGYO,2022-12,19,1,1,2,5,4,44,1,1,78
128,ENJSA,2022-12,17,1,1,4,4,6,55,1,2,91
129,ENKAI,2022-12,26,1,1,5,5,3,43,1,1,86
130,ENSRI,0,0,0,0,0,0,0,0,0,0,0
131,ERBOS,2022-12,26,1,1,2,5,6,35,1,2,79
132,EREGL,0,0,0,0,0,0,0,0,0,0,0
133,KIMMR,0,0,0,0,0,0,0,0,0,0,0
134,ERSU,0,0,0,0,0,0,0,0,0,0,0
135,ESCAR,0,0,0,0,0,0,0,0,0,0,0
136,ESCOM,0,0,0,0,0,0,0,0,0,0,0
137,ESEN,0,0,0,0,0,0,0,0,0,0,0
138,ETILR,2022-12,21,1,1,5,5,7,39,2,2,83
139,EUHOL,0,0,0,0,0,0,0,0,0,0,0
140,TEZOL,0,0,0,0,0,0,0,0,0,0,0
141,FADE,2022-12,28,1,1,2,7,6,30,2,2,79
142,FMIZP,2022-12,28,1,1,4,4,6,44,1,2,91
143,FENER,0,0,0,0,0,0,0,0,0,0,0
144,FLAP,2022-12,21,1,1,5,7,6,38,1,2,82
145,FONET,2022-12,19,1,1,2,7,6,30,1,2,69
146,FROTO,2022-12,21,0,1,4,4,5,35,2,2,74
147,FORMT,0,0,0,0,0,0,0,0,0,0,0
148,FRIGO,2022-12,19,0,1,4,7,6,38,1,2,78
149,GWIND,0,0,0,0,0,0,0,0,0,0,0
150,GSRAY,0,0,0,0,0,0,0,0,0,0,0
151,GRNYO,2022-12,28,1,1,4,7,4,41,2,1,89
152,GEDIK,0,0,0,0,0,0,0,0,0,0,0
153,GEDZA,0,0,0,0,0,0,0,0,0,0,0
154,GENIL,0,0,0,0,0,0,0,0,0,0,0
155,GENTS,2022-12,26,1,1,2,4,5,38,1,2,80
156,GEREL,2022-12,21,1,1,2,4,4,42,2,2,79
157,GMTAS,0,0,0,0,0,0,0,0,0,0,0
158,GESAN,0,0,0,0,0,0,0,0,0,0,0
159,GLYHO,0,0,0,0,0,0,0,0,0,0,0
160,GOODY,2022-12,21,1,1,2,4,4,48,1,2,84
161,GOLTS,0,0,0,0,0,0,0,0,0,0,0
162,GOZDE,0,0,0,0,0,0,0,0,0,0,0
163,GSDDE,2022-12,28,1,1,4,7,3,41,2,2,89
164,GSDHO,2022-12,28,1,1,2,7,4,38,1,2,84
165,GUBRF,0,0,0,0,0,0,0,0,0,0,0
166,GLRYH,2022-12,19,1,1,2,7,6,35,1,2,74
167,GRSEL,0,0,0,0,0,0,0,0,0,0,0
168,SAHOL,0,0,0,0,0,0,0,0,0,0,0
169,HLGYO,0,0,0,0,0,0,0,0,0,0,0
170,HATEK,2022-12,21,1,1,2,7,3,55,1,2,93
171,HDFGS,0,0,0,0,0,0,0,0,0,0,0
172,HEDEF,0,0,0,0,0,0,0,0,0,0,0
173,HEKTS,2022-12,21,0,1,2,7,3,44,1,1,80
174,HTTBT,0,0,0,0,0,0,0,0,0,0,0
175,HUBVC,0,0,0,0,0,0,0,0,0,0,0
176,HURGZ,0,0,0,0,0,0,0,0,0,0,0
177,INGRM,0,0,0,0,0,0,0,0,0,0,0
178,ISKPL,0,0,0,0,0,0,0,0,0,0,0
179,IEYHO,2022-12,19,1,1,2,4,4,53,2,2,88
180,IDEAS,0,0,0,0,0,0,0,0,0,0,0
181,IDGYO,0,0,0,0,0,0,0,0,0,0,0
182,IHEVA,2022-12,28,1,1,2,4,4,39,1,2,82
183,IHLGM,0,0,0,0,0,0,0,0,0,0,0
184,IHGZT,0,0,0,0,0,0,0,0,0,0,0
185,IHAAS,0,0,0,0,0,0,0,0,0,0,0
186,IHLAS,0,0,0,0,0,0,0,0,0,0,0
187,IHYAY,0,0,0,0,0,0,0,0,0,0,0
188,INDES,0,0,0,0,0,0,0,0,0,0,0
189,INTEM,2022-12,21,1,1,2,7,5,38,2,2,79
190,IPEKE,2022-12,21,1,1,5,5,6,40,1,2,82
191,ISDMR,0,0,0,0,0,0,0,0,0,0,0
192,ISGYO,0,0,0,0,0,0,0,0,0,0,0
193,ISBIR,2022-12,19,1,1,2,4,3,60,1,2,93
194,ISSEN,0,0,0,0,0,0,0,0,0,0,0
195,ITTFH,2022-12,21,1,1,2,7,4,40,2,2,80
196,IZINV,0,0,0,0,0,0,0,0,0,0,0
197,IZMDC,0,0,0,0,0,0,0,0,0,0,0
198,IZFAS,0,0,0,0,0,0,0,0,0,0,0
199,JANTS,2022-12,19,1,1,4,5,6,34,1,2,73
200,KFEIN,2022-12,19,1,1,2,7,6,42,2,2,82
201,KLKIM,0,0,0,0,0,0,0,0,0,0,0
202,KAPLM,2022-12,21,1,1,2,5,5,53,2,1,91
203,KAREL,2022-12,21,1,1,2,7,4,60,2,1,99
204,KARSN,2022-12,17,1,1,2,7,4,30,1,1,64
205,KRTEK,0,0,0,0,0,0,0,0,0,0,0
206,KARYE,0,0,0,0,0,0,0,0,0,0,0
207,KARTN,0,0,0,0,0,0,0,0,0,0,0
208,KATMR,0,0,0,0,0,0,0,0,0,0,0
209,KENT,2022-12,21,1,1,2,4,6,38,1,1,75
210,KERVT,0,0,0,0,0,0,0,0,0,0,0
211,KRVGD,0,0,0,0,0,0,0,0,0,0,0
212,KERVN,0,0,0,0,0,0,0,0,0,0,0
213,KLGYO,0,0,0,0,0,0,0,0,0,0,0
214,KLMSN,0,0,0,0,0,0,0,0,0,0,0
215,KCHOL,0,0,0,0,0,0,0,0,0,0,0
216,KNFRT,2022-12,21,1,1,2,4,6,44,1,2,82
217,KONTR,0,0,0,0,0,0,0,0,0,0,0
218,KONYA,2022-12,21,0,1,2,4,4,33,1,1,67
219,KONKA,0,0,0,0,0,0,0,0,0,0,0
220,KGYO,0,0,0,0,0,0,0,0,0,0,0
221,KORDS,2022-12,21,1,1,2,5,3,60,1,2,96
222,KOZAL,2022-12,28,1,1,4,5,7,38,1,2,87
223,KOZAA,0,0,0,0,0,0,0,0,0,0,0
224,KRGYO,2022-12,28,1,1,2,5,4,31,1,2,75
225,KRSTL,2022-12,26,1,1,2,4,3,52,1,1,91
226,KRONT,2022-12,19,1,1,2,7,5,24,1,2,62
227,KSTUR,2022-12,28,1,1,4,4,6,14,1,2,61
228,KUVVA,0,0,0,0,0,0,0,0,0,0,0
229,KUYAS,2022-12,28,1,1,2,7,6,32,2,2,81
230,KUTPO,2022-12,21,1,1,2,5,7,40,2,2,81
231,KTSKR,0,0,0,0,0,0,0,0,0,0,0
232,LIDER,0,0,0,0,0,0,0,0,0,0,0
233,LINK,2022-12,28,1,1,2,7,6,30,1,2,78
234,LOGO,2022-12,17,1,1,2,7,6,47,1,2,84
235,LKMNH,2022-12,17,1,1,2,5,3,37,1,2,69
236,LUKSK,2022-12,19,1,1,2,7,4,39,1,2,76
237,MAKTK,2022-12,19,1,1,2,7,4,38,1,2,75
238,MANAS,0,0,0,0,0,0,0,0,0,0,0
239,MAGEN,0,0,0,0,0,0,0,0,0,0,0
240,MARKA,0,0,0,0,0,0,0,0,0,0,0
241,MAALT,0,0,0,0,0,0,0,0,0,0,0
242,MRSHL,0,0,0,0,0,0,0,0,0,0,0
243,MRGYO,0,0,0,0,0,0,0,0,0,0,0
244,MARTI,0,0,0,0,0,0,0,0,0,0,0
245,MTRKS,0,0,0,0,0,0,0,0,0,0,0
246,MAVI,2022-12,21,1,1,2,7,6,34,1,2,75
247,MZHLD,0,0,0,0,0,0,0,0,0,0,0
248,MEDTR,0,0,0,0,0,0,0,0,0,0,0
249,MEGAP,0,0,0,0,0,0,0,0,0,0,0
250,MNDRS,0,0,0,0,0,0,0,0,0,0,0
251,MEPET,0,0,0,0,0,0,0,0,0,0,0
252,MERCN,0,0,0,0,0,0,0,0,0,0,0
253,MERIT,0,0,0,0,0,0,0,0,0,0,0
254,METUR,0,0,0,0,0,0,0,0,0,0,0
255,METRO,0,0,0,0,0,0,0,0,0,0,0
256,MTRYO,0,0,0,0,0,0,0,0,0,0,0
257,MIATK,0,0,0,0,0,0,0,0,0,0,0
258,MGROS,2022-12,17,1,1,4,5,5,54,2,2,91
259,MIPAZ,0,0,0,0,0,0,0,0,0,0,0
260,MSGYO,2022-12,28,1,1,2,7,4,38,1,2,84
261,MPARK,2022-12,17,0,1,2,4,5,30,1,2,62
262,MMCAS,0,0,0,0,0,0,0,0,0,0,0
263,MOBTL,0,0,0,0,0,0,0,0,0,0,0
264,MNDTR,2022-12,21,1,1,2,4,5,52,2,2,90
265,EGEPO,0,0,0,0,0,0,0,0,0,0,0
266,NATEN,2022-12,26,1,1,2,7,3,52,1,2,95
267,NTGAZ,0,0,0,0,0,0,0,0,0,0,0
268,NTHOL,2022-12,17,1,1,2,7,4,36,1,2,71
269,NETAS,0,0,0,0,0,0,0,0,0,0,0
270,NIBAS,2022-12,26,0,1,2,7,7,45,1,2,91
271,NUHCM,2022-12,26,1,1,4,5,6,30,1,2,76
272,ODAS,2022-12,21,1,1,4,5,6,50,2,2,92
273,ORCAY,0,0,0,0,0,0,0,0,0,0,0
274,ORGE,2022-12,28,0,1,2,4,7,31,1,2,76
275,ORMA,0,0,0,0,0,0,0,0,0,0,0
276,OSTIM,2022-12,19,1,1,2,7,6,45,1,2,84
277,OTKAR,2022-12,21,1,1,2,7,6,41,1,2,82
278,OTTO,2022-12,28,1,1,2,7,6,30,2,2,79
279,OYAKC,2022-12,26,1,1,2,5,6,30,1,2,74
280,OYLUM,2022-12,19,1,1,2,7,4,46,1,2,83
281,OZKGY,2022-12,28,1,1,2,5,6,37,1,2,83
282,OZGYO,0,0,0,0,0,0,0,0,0,0,0
283,OZRDN,0,0,0,0,0,0,0,0,0,0,0
284,PAMEL,0,0,0,0,0,0,0,0,0,0,0
285,PNLSN,0,0,0,0,0,0,0,0,0,0,0
286,PAGYO,2022-12,28,1,1,2,7,6,34,1,2,82
287,PAPIL,0,0,0,0,0,0,0,0,0,0,0
288,PRKME,2022-12,19,1,1,4,7,4,39,1,2,78
289,PARSN,2022-12,17,1,1,4,7,4,45,2,2,83
290,PCILT,0,0,0,0,0,0,0,0,0,0,0
291,PGSUS,0,0,0,0,0,0,0,0,0,0,0
292,PEKGY,2022-12,28,1,1,2,7,3,48,2,2,94
293,PENGD,2022-12,21,1,1,2,7,4,53,2,2,93
294,PENTA,0,0,0,0,0,0,0,0,0,0,0
295,PEGYO,0,0,0,0,0,0,0,0,0,0,0
296,PSDTC,0,0,0,0,0,0,0,0,0,0,0
297,PETKM,0,0,0,0,0,0,0,0,0,0,0
298,PKENT,0,0,0,0,0,0,0,0,0,0,0
299,PETUN,2022-12,21,1,1,2,7,4,44,1,2,83
300,PINSU,0,0,0,0,0,0,0,0,0,0,0
301,PNSUT,0,0,0,0,0,0,0,0,0,0,0
302,PKART,0,0,0,0,0,0,0,0,0,0,0
303,POLHO,2022-12,21,1,1,2,4,6,45,1,2,83
304,POLTK,0,0,0,0,0,0,0,0,0,0,0
305,PRZMA,0,0,0,0,0,0,0,0,0,0,0
306,QUAGR,0,0,0,0,0,0,0,0,0,0,0
307,RALYH,2022-12,21,1,1,2,5,6,34,2,2,74
308,RYGYO,0,0,0,0,0,0,0,0,0,0,0
309,RYSAS,0,0,0,0,0,0,0,0,0,0,0
310,RODRG,0,0,0,0,0,0,0,0,0,0,0
311,ROYAL,0,0,0,0,0,0,0,0,0,0,0
312,RTALB,0,0,0,0,0,0,0,0,0,0,0
313,SAFKR,0,0,0,0,0,0,0,0,0,0,0
314,SANEL,0,0,0,0,0,0,0,0,0,0,0
315,SANFM,2022-12,21,1,1,2,7,6,31,1,2,72
316,SANKO,2022-12,26,1,1,5,4,4,50,1,1,93
317,SAMAT,0,0,0,0,0,0,0,0,0,0,0
318,SARKY,2022-12,21,1,1,2,4,6,50,1,2,88
319,SASA,2022-12,17,1,1,2,7,5,45,2,2,82
320,SAYAS,0,0,0,0,0,0,0,0,0,0,0
321,SEKUR,0,0,0,0,0,0,0,0,0,0,0
322,SELEC,0,0,0,0,0,0,0,0,0,0,0
323,SELGD,0,0,0,0,0,0,0,0,0,0,0
324,SELVA,0,0,0,0,0,0,0,0,0,0,0
325,SNKRN,0,0,0,0,0,0,0,0,0,0,0
326,SRVGY,2022-12,17,1,1,2,7,7,22,1,2,60
327,SEYKM,2022-12,28,1,1,2,7,6,32,1,2,80
328,SILVR,0,0,0,0,0,0,0,0,0,0,0
329,SNGYO,0,0,0,0,0,0,0,0,0,0,0
330,SMART,2022-12,21,1,1,2,7,4,43,2,1,82
331,SODSN,2022-12,28,1,1,5,4,6,38,1,2,86
332,SKTAS,0,0,0,0,0,0,0,0,0,0,0
333,SONME,0,0,0,0,0,0,0,0,0,0,0
334,SNPAM,2022-12,28,1,1,4,7,6,30,1,2,80
335,SUMAS,2022-12,28,1,1,4,4,6,39,1,2,86
336,SOKM,2022-12,17,1,1,4,4,5,48,2,2,84
337,TATGD,2022-12,21,1,1,2,7,6,43,1,2,84
338,TAVHL,2022-12,21,1,1,2,7,3,39,2,1,77
339,TEKTU,0,0,0,0,0,0,0,0,0,0,0
340,TKFEN,0,0,0,0,0,0,0,0,0,0,0
341,TKNSA,2022-12,21,1,1,2,4,5,53,2,2,91
342,TMPOL,2022-12,19,1,1,2,7,3,54,1,2,90
343,TETMT,0,0,0,0,0,0,0,0,0,0,0
344,TGSAS,0,0,0,0,0,0,0,0,0,0,0
345,TOASO,2022-12,21,1,1,5,4,5,34,1,2,74
346,TRGYO,2022-12,17,1,1,2,7,7,35,1,2,73
347,TLMAN,2022-12,28,1,1,2,7,6,30,1,2,78
348,TSPOR,0,0,0,0,0,0,0,0,0,0,0
349,TDGYO,0,0,0,0,0,0,0,0,0,0,0
350,TSGYO,0,0,0,0,0,0,0,0,0,0,0
351,TUCLK,2022-12,21,1,1,2,7,3,45,1,2,83
352,TUKAS,2022-12,19,1,1,2,4,6,38,1,2,74
353,TRCAS,0,0,0,0,0,0,0,0,0,0,0
354,TUREX,0,0,0,0,0,0,0,0,0,0,0
355,TRILC,0,0,0,0,0,0,0,0,0,0,0
356,TCELL,0,0,0,0,0,0,0,0,0,0,0
357,TMSN,2022-12,21,1,1,4,5,7,34,2,2,77
358,TUPRS,2022-12,19,1,1,2,4,6,40,1,2,76
359,THYAO,2022-12,17,1,1,2,7,4,54,1,2,89
360,PRKAB,2022-12,21,1,1,4,4,3,48,1,2,85
361,TTKOM,2022-12,17,1,1,2,5,3,47,1,1,78
362,TTRAK,2022-12,21,1,1,4,4,5,31,1,2,70
363,TBORG,2022-12,21,1,1,2,5,6,37,1,2,76
364,SISE,2022-12,19,1,1,2,4,3,59,1,2,92
365,UFUK,2022-12,28,1,1,2,7,3,21,2,2,67
366,ULUSE,0,0,0,0,0,0,0,0,0,0,0
367,ULUUN,0,0,0,0,0,0,0,0,0,0,0
368,UMPAS,0,0,0,0,0,0,0,0,0,0,0
369,USAK,2022-12,21,1,1,2,7,4,56,1,2,95
370,UZERB,2022-12,28,1,1,2,7,5,24,2,1,71
371,ULKER,0,0,0,0,0,0,0,0,0,0,0
372,UNLU,0,0,0,0,0,0,0,0,0,0,0
373,VKGYO,2022-12,19,1,1,2,4,3,32,1,2,65
374,VAKKO,2022-12,19,1,1,2,7,6,30,1,2,69
375,VANGD,0,0,0,0,0,0,0,0,0,0,0
376,VBTYZ,0,0,0,0,0,0,0,0,0,0,0
377,VERUS,2022-12,28,1,1,2,7,7,45,1,2,94
378,VESBE,0,0,0,0,0,0,0,0,0,0,0
379,VESTL,0,0,0,0,0,0,0,0,0,0,0
380,VKING,0,0,0,0,0,0,0,0,0,0,0
381,YAPRK,2022-12,21,1,1,4,4,6,30,1,2,70
382,YATAS,2022-12,21,1,1,4,4,6,41,1,2,81
383,YAYLA,0,0,0,0,0,0,0,0,0,0,0
384,YGGYO,0,0,0,0,0,0,0,0,0,0,0
385,YEOTK,0,0,0,0,0,0,0,0,0,0,0
386,YGYO,0,0,0,0,0,0,0,0,0,0,0
387,YYAPI,0,0,0,0,0,0,0,0,0,0,0
388,YBTAS,0,0,0,0,0,0,0,0,0,0,0
389,YONGA,0,0,0,0,0,0,0,0,0,0,0
390,YKSLN,0,0,0,0,0,0,0,0,0,0,0
391,YUNSA,2022-12,19,1,1,5,4,5,33,1,2,71
392,ZEDUR,0,0,0,0,0,0,0,0,0,0,0
393,ZRGYO,0,0,0,0,0,0,0,0,0,0,0
394,ZOREN,0,0,0,0,0,0,0,0,0,0,0
